Procedure Code,Procedure Description,Benefit Group,,,,,,,,,,,,,,
MED0148,ACETYLSALICYLIC ACID 75MG (ASA),Selective Health Screening,,,,,,,,,,,,,,
OPT14,ARISTOMOL,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4925,VIDAGLIPTIN METFORMIN 50 1000MG TAB,Chronic Medication,,,,,,,,,,,,,,
DIAG1207,GST Mutation Glutathione-S-Transferase -[EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
PCD186,Tympanoplasty (Myringoplasty Postaural Or Endaural),Surgeries,,,,,,,,,,,,,,
DRG1502,CEPOREX SYRUP 250MG/ML,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1017,CD45 (Leucocyte Common Antigen) -  [EDTA-Blood],Cancer Care,,,,,,,,,,,,,,
DIAG972,CD10 (Prognostic ALL marker) -  [EDTA - Blood],Cancer Care,,,,,,,,,,,,,,
PCD159,Central Vein Catheterisation-Procedure Kit,Intensive Care Unit,,,,,,,,,,,,,,
DIAG756,Swab for M/C/S (Any Swab),Clinical Pathology,,,,,,,,,,,,,,
DRG2134,Immunace Extra Protection,Clinical Pathology,,,,,,,,,,,,,,
DIAG1314,Immunofixation-qualitative - [Urine 24 Hours],Clinical Pathology,,,,,,,,,,,,,,
DRG4202,CODLIVER OMEGA 3 TAB,Non-Chronic Medications,,,,,,,,,,,,,,
BIO0018,ANAL SWAB MCS,Clinical Pathology,,,,,,,,,,,,,,
PCD577,"Lumbar Spinal Stenosis Decompression, 1 Level",Surgeries,,,,,,,,,,,,,,
DRG1523,CHLOROQUINE 150MG TAB,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1836,Spirometry/ Lung Function Test,Selective Health Screening,,,,,,,,,,,,,,
MED0293,NAPHAZOLINE EYE DROP,Non-Chronic Medications,,,,,,,,,,,,,,
MED0305,AUGMENTIN 600MG INJECTION,Non-Chronic Medications,,,,,,,,,,,,,,
PCD4234,ORIF with Implant ORIF with Implant /OPEN REDUCTION AND INTERNAL FIXATION,Surgeries,,,,,,,,,,,,,,
DRG3147,VALSARTIL 80MG X 30,Chronic Medication,,,,,,,,,,,,,,
DRG1123,AMOKSIKLAV 1.2MG INJECTION,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1848,Sono Archilles Tendon,Ultrasound,,,,,,,,,,,,,,
DRG2525,NORVASC 10MG *100 SATCHET,Chronic Medication,,,,,,,,,,,,,,
DIAG096,CT Peripheral Angiography - Lower Extremity,Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG934,BNP B Type Natriuretic Peptide [EDTA Plasma],Clinical Pathology,,,,,,,,,,,,,,
DRG1047,AFRAB VITE SYRUP,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4837,TELMISARTAN HCT 80/12.5MG TABLET,Chronic Medication,,,,,,,,,,,,,,
DIAG1451,Nor-Adrenaline (Nor-epinephrine) - [EDTA Plasma],Clinical Pathology,,,,,,,,,,,,,,
DRG2801,RANFERON 12 100ml,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2181,JUCOPAN Hyoscine,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1166,ANTIRABIES INJECTION,Non-Chronic Medications,,,,,,,,,,,,,,
PCD755,Maze Procedure - Thoracoscopic (Extensive),Surgeries,,,,,,,,,,,,,,
PCD353,Penetrating Keratoplasty Or Similar,Surgeries,,,,,,,,,,,,,,
PCD4402,cervical repair-Second Degree,Surgeries,,,,,,,,,,,,,,
DRG1929,Ferrotone caps satchet,Non-Chronic Medications,,,,,,,,,,,,,,
PCD4326,Surgery Of Small/Large Bowel Perforations,Surgeries,,,,,,,,,,,,,,
DIAG2141,XRAY Skull LAT - Pituitary Fossa,X-Rays and Contrast Studies,,,,,,,,,,,,,,
DIAG249,Gamma GT (GGTP) -  [Serum],Selective Health Screening,,,,,,,,,,,,,,
DIAG084,CT Mandible Bone,Advanced And Complex Investigations,,,,,,,,,,,,,,
DRG2579,Omeprazole 40mg teva,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4137,CARBOCISTEINE 2PERCENT SYRUP,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4138,CARBOCISTEINE 5PERCENT SYRUP,Non-Chronic Medications,,,,,,,,,,,,,,
DENT57,Dental Scaling And Polishing (Calculus ),Dentistry,,,,,,,,,,,,,,
DRG2840,RENERVE PLUS SATCHET,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1851,Sono Foetal Anatomy,Ultrasound,,,,,,,,,,,,,,
DRG4685,PERSANTIN 200MG RETARD,Chronic Medication,,,,,,,,,,,,,,
DIAG247,Fasting Blood Sugar -[Plasma],Clinical Pathology,,,,,,,,,,,,,,
DIAG1551,Serotonin 5-Hydroxy Tryptamine - [Urine],Chronic Medication,,,,,,,,,,,,,,
DRG4273,ENOXAPAPRIN INJ 20MG AMP,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1429,Mucopolysaccharides (MPS) Screen Qualitative - [Urine Spot],Clinical Pathology,,,,,,,,,,,,,,
DRG2417,MULTIVITE TAB,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2614,OSTEOCARE CHEWABLE X 30CAPS,Non-Chronic Medications,,,,,,,,,,,,,,
DRG0709,Tab Hypomidd,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1005,CD30 (Lymphoma cell marker) -  [EDTA-Blood],Cancer Care,,,,,,,,,,,,,,
DIAG1273,HLA DR (Activation marker)  -  [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG706,"Culture, Helicobacter pylori - [Any Sample]",Clinical Pathology,,,,,,,,,,,,,,
DIAG1678,Helicobacter Pylori (Rapid test) -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
PCD129,Bilateral Inguinal Herniotomies - Under 3 Years,Surgeries,,,,,,,,,,,,,,
DRG1620,CONCOR 2.5MG TABS X30,Chronic Medication,,,,,,,,,,,,,,
MED0069,Routine Immunization (NPI),Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1658,Anti A titre -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
DRG4483,KLABAX SYR 125MG 5ML,Non-Chronic Medications,,,,,,,,,,,,,,
CLI0021,Amputation Of Cervix Uteri,Surgeries,,,,,,,,,,,,,,
MED0081,METHYLCELLULOSE EYE DROP,Non-Chronic Medications,,,,,,,,,,,,,,
DENT36,Dental Incision and Drainage,Surgeries,,,,,,,,,,,,,,
DRG2682,PICCAN,Clinical Pathology,,,,,,,,,,,,,,
DRG4104,BACTIGRAS,Clinical Pathology,,,,,,,,,,,,,,
OUT0139,NAIL ART USING POLISH,Selective Health Screening,,,,,,,,,,,,,,
DIAG1550,Serotonin 5-Hydroxy Tryptamine - [Serum],Chronic Medication,,,,,,,,,,,,,,
DRG2383,MIST MAG TRISILICATE 200ML(FIDSON),Non-Chronic Medications,,,,,,,,,,,,,,
PCD291,Open Ovarian Cystectomy - Bilateral,Surgeries,,,,,,,,,,,,,,
OUT0048,MESOTHERAPY,Cancer Care,,,,,,,,,,,,,,
DRG2345,MEDICUT CANNULAR 24G YELLOW,Medical Appliances/Consumables,,,,,,,,,,,,,,
DRG2343,MEDICUT CANNULAR 22G-BLUE,Medical Appliances/Consumables,,,,,,,,,,,,,,
DRG2344,MEDICUT CANNULAR 23G BLUE,Medical Appliances/Consumables,,,,,,,,,,,,,,
DRG1182,Aqua tears eye drops,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4583,MISTMAG SUSP POLYFORT,Non-Chronic Medications,,,,,,,,,,,,,,
CONS084,PAEDIATRIC HEMATOLOGIST,Consultation Specialist,,,,,,,,,,,,,,
DRG4838,Tempovate 25g,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1575,Streptococcus group B Antigen detection- [Serum],Clinical Pathology,,,,,,,,,,,,,,
DRG5019,SPERSADEX,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1290,B-cor 5,Non-Chronic Medications,,,,,,,,,,,,,,
MED0312,amoxyl 100mg tab,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG858,Amino Levulinic Acid ALA - [Urine 24H],Selective Health Screening,,,,,,,,,,,,,,
DRG2174,JOINTACE OMEGA-3 WITH COD LIVER  OIL,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2154,Ivybetaneocin eye drops,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2341,MEDICUT CANNULAR 18G-GREEN,Medical Appliances/Consumables,,,,,,,,,,,,,,
DRG4911,VALSARTAN HCTZ 80 25MG1 TAB,Chronic Medication,,,,,,,,,,,,,,
DRG4236,DEXAMETHASONE 8MG PER ML AMP,Clinical Pathology,,,,,,,,,,,,,,
DRG1210,ARTHROGRATIS COMPLEX X30 CAPS,Surgeries,,,,,,,,,,,,,,
DRG1551,Citramin syrup,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2620,OTRIVIN SPRAY ADULT 10ML,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1096,Cystic Fibrosis Delta F508 - [Blood],Clinical Pathology,,,,,,,,,,,,,,
DRG1857,ENCEPHABOL SYRUP 120MLS,Chronic Medication,,,,,,,,,,,,,,
PCD290,Open Ovarian Cystectomy - Unilateral,Surgeries,,,,,,,,,,,,,,
DRG2767,Puritan evening primerose 500mg * 100,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG720,Fungi M/C/S,Clinical Pathology,,,,,,,,,,,,,,
DRG1413,CALAMINE LOTION 60Z,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1574,Streptococcus group B Antigen detection - [CSF],Clinical Pathology,,,,,,,,,,,,,,
DRG4836,TELMISARTAN HCT 40/12.5MG TABLET,Chronic Medication,,,,,,,,,,,,,,
DIAG2081,XRAY Retrograde Pyelography,Advanced And Complex Investigations,,,,,,,,,,,,,,
DRG1477,CEFTRIAZONE INJ (OTHER BRANDS) 1G,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG646,"AFB, smear examination by Fluorescent Microscopy -  [Any specimen ]",Clinical Pathology,,,,,,,,,,,,,,
MED0115,PREVENAR 13 (PNEUMOCOCCAL CONJUGATE),Immunizations,,,,,,,,,,,,,,
DIAG1680,Hepatitis B Virus Surface Antigen Spot Test  [Qualitative - Serum],Selective Health Screening,,,,,,,,,,,,,,
DIAG1423,MICM By PCR Maternally Inherited Cardiomyopathy - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DRG2608,ORPHESIC Orphenadrine SATCHET/TAB,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4148,CEFTRIAXONE 250MG INJ,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2276,loratadine 10mg satchet(Afrab),Non-Chronic Medications,,,,,,,,,,,,,,
DIAG880,Apolipoproteins E - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DRG4671,PARACETAMOL 300MG SUPPOSITORY,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2618,OTRIVIN NASAL DROPS (ADULTS),Non-Chronic Medications,,,,,,,,,,,,,,
MED0168,OTRIVIN EYE DROP,Non-Chronic Medications,,,,,,,,,,,,,,
OUT0140,NAIL ART USING 3D,Selective Health Screening,,,,,,,,,,,,,,
MED0153,DUOFEM TAB,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG046,CT Chest / Thorax,Advanced And Complex Investigations,,,,,,,,,,,,,,
DRG1116,AMLODIPINE SANDOZ 5MG * 30,Chronic Medication,,,,,,,,,,,,,,
DRG2200,kunimed yeast tablet,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG230,Cholesterol-HDL -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG298,Proteins -  [Ascitic fluid],Clinical Pathology,,,,,,,,,,,,,,
DIAG1852,Sono Follicular Study,Ultrasound,,,,,,,,,,,,,,
PCD422,Radial Head Excision,Surgeries,,,,,,,,,,,,,,
PCD593,Tendon Transfer - Opponensplasty,Surgeries,,,,,,,,,,,,,,
DRG4880,TRITANRIX,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1985,FUNGUSOL PLUS LOTION,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG285,"Phosphorus - [urine, 24 hrs]",Clinical Pathology,,,,,,,,,,,,,,
DIAG859,Amino Levulinic Acid ALA - [Urine Spot],Selective Health Screening,,,,,,,,,,,,,,
PCD366,Vitrectomy With Macular Hole Surgery,Surgeries,,,,,,,,,,,,,,
DRG3089,TREVIAMET 50MG/500MG,Chronic Medication,,,,,,,,,,,,,,
DIAG1100,D3 Hydroxy butarate Ranbut - [Serum],Chronic Medication,,,,,,,,,,,,,,
DRG4198,CLOXACILLIN SYR 125MG 5ML,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2391,MOKO BENZYL BENZOATE,Non-Chronic Medications,,,,,,,,,,,,,,
DRG5009,CLOPIXOL 200MG(ZUCLOPENTHIXOL200MG/AMP,Chronic Medication,,,,,,,,,,,,,,
DRG1530,CHLORPROMAZINE INJ 50MG,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2949,SOLOTONE TAB,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2803,RANFERON 12 CAP,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG057,CT Enterography,Advanced And Complex Investigations,,,,,,,,,,,,,,
DRG2898,SALICYLIC ACID OINTMENT 50%,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1098,Cystine Quantitative - [Serum],Clinical Pathology,,,,,,,,,,,,,,
CLI0035,Anterior  /- Posterior Colporrhaphy (Including Primary Repair Of Enterocele),Surgeries,,,,,,,,,,,,,,
DRG4974,XYLOMEPHA NASAL SPRAY1 PIECE,Non-Chronic Medications,,,,,,,,,,,,,,
PCD220,Bladder - Repair Of Rupture,Surgeries,,,,,,,,,,,,,,
DRG1763,DR MEYERS CALCIMAX SUSPEN,Non-Chronic Medications,,,,,,,,,,,,,,
DRG3133,UNIDEX-50 (50% DEXTROSE WATER),Non-Chronic Medications,,,,,,,,,,,,,,
Dent22233,dental gum treatment,Dentistry,,,,,,,,,,,,,,
DRG2199,KUNIMED YEAST POWDER,Non-Chronic Medications,,,,,,,,,,,,,,
PCD413,Cubital Tunnel Release,Surgeries,,,,,,,,,,,,,,
MED0072,NEO-PENOTRAN FORTE,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1203,ARTHEMETER INJECTION 40MG,Non-Chronic Medications,,,,,,,,,,,,,,
MED0421,Diclomax ( diclofenac) 50mg,Chronic Medication,,,,,,,,,,,,,,
SUR0053,Combined Approach Tympanoplasty - Intact Canal Wall Tympanoplasty,Surgeries,,,,,,,,,,,,,,
PCD4297,Scaling and Polishing (OHI and Review),Dentistry,,,,,,,,,,,,,,
DIAG1779,MRI Toe/Foot,Advanced And Complex Investigations,,,,,,,,,,,,,,
PCD461,Neurectomy Of Leg Nerve,Surgeries,,,,,,,,,,,,,,
DRG2018,GESTID SUSPENSION 200ML,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4988,ZINC OXIDE OINTMENT,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1247,Histone Antibody - [Serum],Clinical Pathology,,,,,,,,,,,,,,
PCD4404,UTERINE EXPLORATION  ANEASTHESIA,Surgeries,,,,,,,,,,,,,,
CONS060,Respiratory Physician / Pulmonologist Follow Up,Consultation Specialist,,,,,,,,,,,,,,
DRG2649,PECTOL,Surgeries,,,,,,,,,,,,,,
SUR0073,Debridement And Primary Suture Of Wound Without Involvement Of Deeper Tissue (Skin and Subcutaneous Fat Only) - Head and Neck,Surgeries,,,,,,,,,,,,,,
DRG3012,TABASIL 250MG TABS X14,Chronic Medication,,,,,,,,,,,,,,
DIAG1426,MMC-Mutation Detection Maternal Myopathy With Cardiomyopathy - [EDTA Blood],Clinical Pathology,,,,,,,,,,,,,,
DRG1015,Accu check Softclix,Medical Appliances/Consumables,,,,,,,,,,,,,,
DRG2922,Seven Seas Simply Timeless cod liver oil syr x300ml,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG032,CT Ankle Joint,Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG329,Uric Acid -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG774,GENOTYPE SCREENING (HMO),Selective Health Screening,,,,,,,,,,,,,,
DIAG1840,Ocular Ultrasound Scan,Clinical Pathology,,,,,,,,,,,,,,
DRG4387,HUMAN CHORIONIC GONADOTROPHIN HCG 5000IU INJECTION,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1991,XRAY Foot Axial View,X-Rays and Contrast Studies,,,,,,,,,,,,,,
PCD127,Bilateral Hernia - Femoral Repair,Surgeries,,,,,,,,,,,,,,
DRG1483,CELEBREX 200MG per sachet,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2603,ORGANIC HEALTH ZINC 100MG 10X10,Non-Chronic Medications,,,,,,,,,,,,,,
PCD112,Salivary Gland - Intraoral Removal of Duct Calculus,Surgeries,,,,,,,,,,,,,,
CONS079,PAEDIATRIC CARDIOLOGY(1STVISIT),Consultation Specialist,,,,,,,,,,,,,,
CONS080,PAEDIATRIC CARDIOLOGY(FOLLOWUP),Consultation Specialist,,,,,,,,,,,,,,
DIAG1894,HSG (Procedure) Hysterosalpingogram,Infertility Treatment-Investigations,,,,,,,,,,,,,,
DRG1856,ENCEPHABOL SYRUP 100MLS,Chronic Medication,,,,,,,,,,,,,,
DRG2017,GESTID SUSPENSION 100ML,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG936,BRAF V600 Mutation Detection - [Tissue],Clinical Pathology,,,,,,,,,,,,,,
DRG2904,SANDOZ CANDESARTAN 8mg x28  Sachet,Chronic Medication,,,,,,,,,,,,,,
DRG4637,OFLOXACIN AND DEXAMETHASONE EYE DROPS 1 BOTTLE,Non-Chronic Medications,,,,,,,,,,,,,,
OPT35,Dilated Fundoscopy,Surgeries,,,,,,,,,,,,,,
DRG2029,GETZOME [omeprazole 40mg],Non-Chronic Medications,,,,,,,,,,,,,,
PCD594,Tendon Transfer - Hand,Surgeries,,,,,,,,,,,,,,
DIAG1839,Liver Elastography/Fibroscan,Advanced and Complex Investigations,,,,,,,,,,,,,,
SUR0144,URETHROPLASTY (PAED),Surgeries,,,,,,,,,,,,,,
DRG2396,MOKO LIQUID PARAFFIN,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1393,BRONCHOLYTE 4MG SYRUP,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2714,POLYFORT SUSP (B/S) 200ML,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2325,Maxiquine syrup,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2604,ORGANIC HEALTH ZINC 100MG X60,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2827,TUXILD SYR ADULT,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG681,Ascitic fluid M/C/S,Clinical Pathology,,,,,,,,,,,,,,
MED0500,VILDAGLIPTIN 50MG BY 56 (N/ACCESS),Chronic Medication,,,,,,,,,,,,,,
PCD354,Descemet's Stripping Endothelial Automated Keratoplasty,Surgeries,,,,,,,,,,,,,,
DRG2772,"PURITAN TRIPLE OMEGA 3,6,9 x120",Physiotherapy,,,,,,,,,,,,,,
DIAG1536,RVVT-Russell Viper Venom Time Lupus screen - [Citrated plasma],Clinical Pathology,,,,,,,,,,,,,,
DRG5012,Thiopentone inj. 0.5mg,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1386,BROMERGON TABLET 2.5MG,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1928,FEROGLOBIN PLUS 200ML,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4446,IPV INACTIVATED POLIO VACCINE,Immunizations,,,,,,,,,,,,,,
DIAG100,CT Renal Angiography,Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG215,Blood Sugar (Post Glucose),Clinical Pathology,,,,,,,,,,,,,,
DIAG1775,MRI Thoracic Spine,Advanced And Complex Investigations,,,,,,,,,,,,,,
DRG2326,MAXIQUINE TAB 250MG,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG949,CA- 72-4 -  [Serum],Cancer Care,,,,,,,,,,,,,,
PCD4032,"Assisted Delivery (Forceps,Vacuum etc): Bundled Price",Maternity,,,,,,,,,,,,,,
DRG4256,Diosmin (Pilex) 150mg x20,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG732,Mycoplasma culture - [Any Sample],Clinical Pathology,,,,,,,,,,,,,,
DIAG1673,Coomb's test (Indirect) or Indirect antiglobulin test (IAT) -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
OPT115,Optical Frame and Single Vision lenses,Spectacles Frames And Contact Lenses,,,,,,,,,,,,,,
DRG4436,INSULIN SHORT ACTING SOLUBLE,Clinical Pathology,,,,,,,,,,,,,,
MED0079,CEPODEM TABS 200MG,Non-Chronic Medications,,,,,,,,,,,,,,
PCD134,Burns Wound Debridement and Dressing,Surgeries,,,,,,,,,,,,,,
DRG1616,COMBANTRIN SYRUP PYRANTEL,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2461,NATURE'S FIELD ZINC 100MG * 100,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1372,BONDURETIC (SACHET),Chronic Medication,,,,,,,,,,,,,,
DRG5016,ARENAX TAB,Clinical Pathology,,,,,,,,,,,,,,
DRG1106,AMLODIPINE 10MG (OTHER BRANDS),Chronic Medication,,,,,,,,,,,,,,
DRG2927,SILVERBIRD EUCALYPTUS OIL,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4494,LACTULOSE SOLUTION 40ML,Non-Chronic Medications,,,,,,,,,,,,,,
BIO0006,R.F. COOMBS,Clinical Pathology,,,,,,,,,,,,,,
SUR0094,Dilatation Of Tracheal Stricture Including Insertion Of Stent,Surgeries,,,,,,,,,,,,,,
DRG2510,NIVAQUINE FORTE CAP,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1582,t ( 8;21 ) translocation -  [Na-Heparin Blood],Cancer Care,,,,,,,,,,,,,,
DRG2304,LUMECARE EYE DROPS 10ML,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2400,Moko mist kaolin,Non-Chronic Medications,,,,,,,,,,,,,,
PCD185,Myringoplasty - Transcanal,Surgeries,,,,,,,,,,,,,,
PCD193,Transnasal Ethmoidectomy,Surgeries,,,,,,,,,,,,,,
DRG4579,MINIPLUS TAB,Chronic Medication,,,,,,,,,,,,,,
DIAG1882,Sonography Salivary Gland,Ultrasound,,,,,,,,,,,,,,
DRG1254,AUGMENTIN 1.2 INJ,Non-Chronic Medications,,,,,,,,,,,,,,
PCD299,Insertion of IUCD,Surgeries,,,,,,,,,,,,,,
DRG4155,CERVARIX INJECTION,Immunizations,,,,,,,,,,,,,,
PCD221,"Diverticulum Of Bladder, Excision",Surgeries,,,,,,,,,,,,,,
DRG1705,Dextrose water (UNIDEX-5),Non-Chronic Medications,,,,,,,,,,,,,,
DIAG576,HBeAg - Hepatits B Envelope Antigen  -  [Serum],Standard/Donor Investigation Female,,,,,,,,,,,,,,
DIAG691,Body Fluid M/C/S,Clinical Pathology,,,,,,,,,,,,,,
DIAG1416,Metanephrine-total [24 hrs Urine],Clinical Pathology,,,,,,,,,,,,,,
MED0307,Ceftriaxone and Sulbactam,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1895,Knee XRAY Merchant View LT,X-Rays and Contrast Studies,,,,,,,,,,,,,,
DRG1961,FLUCONAZOLE (OTHER BRANDS) 50MG,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG039,CT BRAIN ANGIOGRAPHY,Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG362,Occult blood -  [Urine],Clinical Pathology,,,,,,,,,,,,,,
DRG1911,FANSIDAR 525MG/AMP,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG231,Cholesterol-LDL -  [Serum],Clinical Pathology,,,,,,,,,,,,,,
OPT87,Hypo Tears Gel,Non-Chronic Medications,,,,,,,,,,,,,,
PCD592,Tendon Transfer - Palm,Surgeries,,,,,,,,,,,,,,
DRG4566,METHYLERGOMETRINE INJE. 0.2MG,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG815,Adrenaline (Epinephrine) [24 hrs Urine],Clinical Pathology,,,,,,,,,,,,,,
DRG4586,MORPHINE 10MG 1 TAB,Chronic Medication,,,,,,,,,,,,,,
DIAG1756,MRI MRCP (magnetic resonance cholangiopancreatography),Advanced And Complex Investigations,,,,,,,,,,,,,,
DIAG1332,JAK-2 Mutation (CMPD) V617F - [Blood],Clinical Pathology,,,,,,,,,,,,,,
DIAG1063,Citrate biochemical -[Urine 24H],Clinical Pathology,,,,,,,,,,,,,,
PCD803,Exchange blood transfusion - Adults,Emergency/Critical Care,,,,,,,,,,,,,,
DRG1258,AUGMENTIN 475MG/5ML SUSP,Non-Chronic Medications,,,,,,,,,,,,,,
DRG3188,VITAMIN C 100MG,Non-Chronic Medications,,,,,,,,,,,,,,
DRG3190,VITAMIN C 500MG,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1081,AMATEM FORTE soft gel,Non-Chronic Medications,,,,,,,,,,,,,,
DRG2381,MISOPT EYE DROP,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG683,Aspirate for M/C/S,Clinical Pathology,,,,,,,,,,,,,,
DRG2003,GAVISCON Double Action Susupension,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG769,Yeast identification -  [NA],Non-Chronic Medications,,,,,,,,,,,,,,
PCD273,Episiotomy and Repair,Maternity,,,,,,,,,,,,,,
DRG2061,Grenin griseofulvin tablet,Non-Chronic Medications,,,,,,,,,,,,,,
DRG1659,CYPRIVIT SYRUP 100ml s/s,Non-Chronic Medications,,,,,,,,,,,,,,
DIAG1732,MRI BRAIN  ORBIT,Advanced And Complex Investigations,,,,,,,,,,,,,,
DRG2394,MOKO GLYCERINE MOUTHWASH,Non-Chronic Medications,,,,,,,,,,,,,,
MED0062,TRAMADOL HCL 100MG INJ,Chronic Medication,,,,,,,,,,,,,,
MED0462,Ciprofloxacin syrup,Non-Chronic Medications,,,,,,,,,,,,,,
MED0574,CO-ENZYME-10,Non-Chronic Medications,,,,,,,,,,,,,,
DRG4500,LEPONEX 100MG,Non-Chronic Medications,,,,,,,,,,,,,,
DENT141,Full Blood Count (Hemogram)/MP,Selective Health Screening,,,,,,,,,,,,,,
DIAG260,"HDL Cholesterol , direct -  [Serum]",Clinical Pathology,,,,,,,,,,,,,,
DRG3172,VISCOF EXPECTORANT 100ML,Non-Chronic Medications,,,,,,,,,,,,,,
CLI0036,Anterior  /- Posterior Colporrhaphy And Amputation Of Cervix Uteri (Including Primary Repair Of Enterocele),Surgeries,,,,,,,,,,,,,,
Physio002,Walking stick-quadripod,Physiotherapy,,,,,,,,,,,,,,
MED0450,Triprolidine-Pseudoephedrine 2.5/60MG,Non-Chronic Medications,,,,,,,,,,,,,,
MED0192,LARGACTIL  25MG/ML,Chronic Medication,,,,,,,,,,,,,,
SUR0090,Diagnostic Examination Of The Bladder,Surgeries,,,,,,,,,,,,,,
DIAG1498,Phosphotidylserine IgG antibody - [Serum],Clinical Pathology,,,,,,,,,,,,,,
DIAG1499,Phosphotidylserine IgM antibody - [Serum],Clinical Pathology,,,,,,,,,,,,,,
MED0314,Insulin(Lantus)Inj,Chronic Medication,,,,,,,,,,,,,,
MED0029,COLLAR AND CUFF,Physiotherapy,,,,,,,,,,,,,,
DRG3026,T-BET eyedrops (Travoprost and Timolol),Chronic Medication,,,,,,,,,,,,,,
PHOTO 001,INFRA RED LIGHT THERAPY,Physiotherapy,,,,,,,,,,,,,,
SUR0175,INFRA RED LIGHT THERAPY,Physiotherapy,,,,,,,,,,,,,,
DRG2906,Savlon 500ml,Non-Chronic Medications,,,,,,,,,,,,,,
